xflr5 v6.12

Wing name :        Q1flaps30
Wing polar name :  T1-210.0 mph-LLT
Freestream speed : 210.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   12.000     0.000   1.447447   0.058397   0.043219   0.101616   0.000000  -0.000000   0.170947   0.000000   0.000000   93.8784     0.8427
   12.250     0.000   1.455054   0.058836   0.044444   0.103280   0.000000  -0.000000   0.173587   0.000000   0.000000   93.8784     0.8403
   12.500     0.000   1.463096   0.059329   0.045636   0.104965   0.000000  -0.000000   0.176099   0.000000   0.000000   93.8784     0.8382
   12.750     0.000   1.471260   0.059896   0.046804   0.106700   0.000000  -0.000000   0.178585   0.000000   0.000000   93.8784     0.8360
   13.000     0.000   1.479103   0.060444   0.048008   0.108452   0.000000  -0.000000   0.181144   0.000000   0.000000   93.8784     0.8338
   13.250     0.000   1.487740   0.061035   0.049130   0.110165   0.000000  -0.000000   0.183759   0.000000   0.000000   93.8784     0.8316
   13.500     0.000   1.496542   0.061652   0.050245   0.111897   0.000000  -0.000000   0.186271   0.000000   0.000000   93.8784     0.8295
   13.750     0.000   1.503099   0.062014   0.051673   0.113686   0.000000  -0.000000   0.188271   0.000000   0.000000   93.8784     0.8276
   14.000     0.000   1.508915   0.062303   0.053209   0.115512   0.000000  -0.000000   0.190118   0.000000   0.000000   93.8784     0.8258
   14.250     0.000   1.516823   0.062826   0.054474   0.117300   0.000000  -0.000000   0.192212   0.000000   0.000000   93.8784     0.8240
   14.500     0.000   1.525432   0.063390   0.055670   0.119059   0.000000  -0.000000   0.194323   0.000000   0.000000   93.8784     0.8223
   14.750     0.000   1.531977   0.063668   0.057224   0.120893   0.000000  -0.000000   0.195831   0.000000   0.000000   93.8784     0.8208
   15.000     0.000   1.538525   0.063865   0.058952   0.122817   0.000000  -0.000000   0.197073   0.000000   0.000000   93.8784     0.8195
   15.250     0.000   1.547291   0.064291   0.060422   0.124713   0.000000  -0.000000   0.198675   0.000000   0.000000   93.8784     0.8182
   15.500     0.000   1.556902   0.064750   0.061868   0.126618   0.000000  -0.000000   0.200145   0.000000   0.000000   93.8784     0.8171
   15.750     0.000   1.566518   0.065059   0.063505   0.128564   0.000000  -0.000000   0.201018   0.000000   0.000000   93.8784     0.8165
   16.000     0.000   1.578520   0.065446   0.065181   0.130627   0.000000  -0.000000   0.201337   0.000000   0.000000   93.8784     0.8166
   16.250     0.000   1.593084   0.066042   0.066712   0.132754   0.000000  -0.000000   0.201649   0.000000   0.000000   93.8784     0.8170
   16.500     0.000   1.608721   0.066726   0.068259   0.134985   0.000000  -0.000000   0.201838   0.000000   0.000000   93.8784     0.8176
   16.750     0.000   1.621958   0.067411   0.069825   0.137236   0.000000  -0.000000   0.202453   0.000000   0.000000   93.8784     0.8175
   17.000     0.000   1.632597   0.067850   0.071670   0.139520   0.000000  -0.000000   0.202702   0.000000   0.000000   93.8784     0.8175
   17.250     0.000   1.637894   0.068109   0.073406   0.141515   0.000000  -0.000000   0.203759   0.000000   0.000000   93.8784     0.8162
   17.500     0.000   1.645943   0.068553   0.075003   0.143556   0.000000  -0.000000   0.205043   0.000000   0.000000   93.8784     0.8150
   17.750     0.000   1.656499   0.069161   0.076588   0.145749   0.000000  -0.000000   0.205905   0.000000   0.000000   93.8784     0.8143
   18.000     0.000   1.666283   0.069767   0.078261   0.148027   0.000000  -0.000000   0.206546   0.000000   0.000000   93.8784     0.8138
   18.250     0.000   1.673625   0.070264   0.080024   0.150288   0.000000  -0.000000   0.207266   0.000000  -0.000000   93.8784     0.8130
   18.500     0.000   1.680061   0.070602   0.081833   0.152435   0.000000  -0.000000   0.207842   0.000000  -0.000000   93.8784     0.8121
   18.750     0.000   1.687064   0.071042   0.083436   0.154477   0.000000  -0.000000   0.208806   0.000000   0.000000   93.8784     0.8110
   19.000     0.000   1.694777   0.071616   0.084912   0.156528   0.000000  -0.000000   0.210127   0.000000   0.000000   93.8784     0.8097
   19.250     0.000   1.701530   0.072155   0.086500   0.158654   0.000000  -0.000000   0.211369   0.000000   0.000000   93.8784     0.8083
   19.500     0.000   1.707057   0.072621   0.088254   0.160876   0.000000  -0.000000   0.212259   0.000000  -0.000000   93.8784     0.8071
   19.750     0.000   1.711799   0.072961   0.090119   0.163080   0.000000  -0.000000   0.212814   0.000000  -0.000000   93.8784     0.8061
   20.000     0.000   1.716087   0.073192   0.092037   0.165229   0.000000  -0.000000   0.213256   0.000000   0.000000   93.8784     0.8050
   20.250     0.000   1.721436   0.073614   0.093773   0.167387   0.000000  -0.000000   0.214075   0.000000   0.000000   93.8784     0.8038
   20.500     0.000   1.726401   0.074088   0.095545   0.169633   0.000000  -0.000000   0.214972   0.000000   0.000000   93.8784     0.8025
   20.750     0.000   1.729672   0.074343   0.097537   0.171880   0.000000  -0.000000   0.215395   0.000000   0.000000   93.8784     0.8013
   21.000     0.000   1.732154   0.074493   0.099596   0.174089   0.000000  -0.000000   0.215630   0.000000   0.000000   93.8784     0.8002
   21.250     0.000   1.734851   0.074737   0.101590   0.176327   0.000000  -0.000000   0.216055   0.000000   0.000000   93.8784     0.7990
   21.500     0.000   1.737490   0.074993   0.103594   0.178586   0.000000  -0.000000   0.216491   0.000000   0.000000   93.8784     0.7978
   21.750     0.000   1.739283   0.075160   0.105691   0.180852   0.000000  -0.000000   0.216521   0.000000   0.000000   93.8784     0.7967
   22.000     0.000   1.740165   0.075340   0.107914   0.183254   0.000000  -0.000000   0.216517   0.000000   0.000000   93.8784     0.7956
   22.250     0.000   1.740195   0.075419   0.110239   0.185658   0.000000  -0.000000   0.216363   0.000000   0.000000   93.8784     0.7945
   22.500     0.000   1.739187   0.075387   0.112698   0.188084   0.000000  -0.000000   0.215863   0.000000   0.000000   93.8784     0.7936
   22.750     0.000   1.738262   0.075381   0.115119   0.190500   0.000000  -0.000000   0.215359   0.000000   0.000000   93.8784     0.7926
   23.000     0.000   1.737022   0.075362   0.117593   0.192955   0.000000  -0.000000   0.214822   0.000000   0.000000   93.8784     0.7916
   23.250     0.000   1.734044   0.075400   0.120240   0.195639   0.000000  -0.000000   0.214054   0.000000   0.000000   93.8784     0.7907
   23.500     0.000   1.726081   0.075643   0.123125   0.198767   0.000000  -0.000000   0.213169   0.000000   0.000000   93.8784     0.7894
   23.750     0.000   1.723147   0.075743   0.125924   0.201667   0.000000  -0.000000   0.212172   0.000000   0.000000   93.8784     0.7886
   24.000     0.000   1.719562   0.075753   0.128813   0.204565   0.000000  -0.000000   0.211097   0.000000   0.000000   93.8784     0.7878
   24.250     0.000   1.714186   0.075677   0.131874   0.207552   0.000000  -0.000000   0.209815   0.000000   0.000000   93.8784     0.7869
   24.500     0.000   1.707682   0.075592   0.135131   0.210723   0.000000  -0.000000   0.208173   0.000000   0.000000   93.8784     0.7863
   24.750     0.000   1.701230   0.075536   0.138500   0.214037   0.000000  -0.000000   0.206190   0.000000   0.000000   93.8784     0.7859
   25.000     0.000   1.694920   0.075532   0.141979   0.217511   0.000000  -0.000000   0.203909   0.000000   0.000000   93.8784     0.7857
   25.250     0.000   1.691475   0.075412   0.144909   0.220321   0.000000  -0.000000   0.202291   0.000000   0.000000   93.8784     0.7853
   25.500     0.000   1.688173   0.075306   0.147795   0.223101   0.000000  -0.000000   0.200728   0.000000   0.000000   93.8784     0.7848
   25.750     0.000   1.682491   0.075193   0.151044   0.226237   0.000000  -0.000000   0.198504   0.000000   0.000000   93.8784     0.7846
   26.000     0.000   1.674611   0.075042   0.154676   0.229718   0.000000  -0.000000   0.195604   0.000000   0.000000   93.8784     0.7848
   26.250     0.000   1.662184   0.075133   0.158812   0.233946   0.000000  -0.000000   0.191165   0.000000   0.000000   93.8784     0.7862
   26.500     0.000   1.653839   0.075279   0.162913   0.238191   0.000000  -0.000000   0.187757   0.000000   0.000000   93.8784     0.7868


