xflr5 v6.12

Wing name :        horizontal tail
Wing polar name :  T1-250.0 mph-LLT
Freestream speed : 250.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   11.000     0.000   0.889447   0.046016   0.008733   0.054749   0.000000  -0.000000   0.118158  -0.000000  -0.000000  111.7600     0.4588
   11.250     0.000   0.910294   0.048196   0.008884   0.057079   0.000000  -0.000000   0.120626   0.000000   0.000000  111.7600     0.4589
   11.500     0.000   0.931016   0.050415   0.009035   0.059450   0.000000  -0.000000   0.123122   0.000000  -0.000000  111.7600     0.4589
   11.750     0.000   0.951835   0.052695   0.009197   0.061892   0.000000   0.000000   0.125590  -0.000000  -0.000000  111.7600     0.4589
   12.000     0.000   0.972642   0.055024   0.009367   0.064391   0.000000  -0.000000   0.128052  -0.000000  -0.000000  111.7600     0.4590
   12.250     0.000   0.993386   0.057398   0.009538   0.066936   0.000000  -0.000000   0.130522  -0.000000  -0.000000  111.7600     0.4590
   12.500     0.000   1.013852   0.059793   0.009710   0.069503   0.000000  -0.000000   0.133044   0.000000   0.000000  111.7600     0.4589
   12.750     0.000   1.033955   0.062197   0.009880   0.072077   0.000000  -0.000000   0.135618  -0.000000  -0.000000  111.7600     0.4587
   13.000     0.000   1.053534   0.064590   0.010064   0.074654   0.000000  -0.000000   0.138273  -0.000000  -0.000000  111.7600     0.4585
   13.250     0.000   1.072651   0.066976   0.010261   0.077237   0.000000  -0.000000   0.140982   0.000000   0.000000  111.7600     0.4581
   13.500     0.000   1.091674   0.069394   0.010454   0.079848   0.000000  -0.000000   0.143693  -0.000000  -0.000000  111.7600     0.4578
   13.750     0.000   1.110594   0.071839   0.010644   0.082483   0.000000  -0.000000   0.146401  -0.000000  -0.000000  111.7600     0.4574
   14.000     0.000   1.129389   0.074310   0.010833   0.085143   0.000000  -0.000000   0.149109  -0.000000  -0.000000  111.7600     0.4570
   14.250     0.000   1.148212   0.076826   0.011029   0.087855   0.000000  -0.000000   0.151802  -0.000000  -0.000000  111.7600     0.4567
   14.500     0.000   1.166746   0.079342   0.011233   0.090575   0.000000  -0.000000   0.154521  -0.000000  -0.000000  111.7600     0.4563
   14.750     0.000   1.185095   0.081874   0.011451   0.093325   0.000000   0.000000   0.157250  -0.000000  -0.000000  111.7600     0.4558
   15.000     0.000   1.203474   0.084452   0.011680   0.096132   0.000000  -0.000000   0.159957   0.000000   0.000000  111.7600     0.4554
   15.250     0.000   1.221609   0.087029   0.011916   0.098944   0.000000  -0.000000   0.162682  -0.000000  -0.000000  111.7600     0.4550
   15.500     0.000   1.239443   0.089594   0.012148   0.101742   0.000000  -0.000000   0.165446  -0.000000  -0.000000  111.7600     0.4545
   15.750     0.000   1.257327   0.092205   0.012381   0.104586   0.000000  -0.000000   0.168187  -0.000000  -0.000000  111.7600     0.4540
   16.000     0.000   1.275283   0.094865   0.012619   0.107484   0.000000  -0.000000   0.170901   0.000000  -0.000000  111.7600     0.4536
   16.250     0.000   1.293209   0.097559   0.012861   0.110420   0.000000  -0.000000   0.173612  -0.000000  -0.000000  111.7600     0.4532
   16.500     0.000   1.311005   0.100272   0.013113   0.113385   0.000000  -0.000000   0.176326   0.000000   0.000000  111.7600     0.4527
   16.750     0.000   1.328470   0.102964   0.013372   0.116336   0.000000  -0.000000   0.179083  -0.000000  -0.000000  111.7600     0.4522
   17.000     0.000   1.345764   0.105669   0.013642   0.119311   0.000000  -0.000000   0.181842  -0.000000  -0.000000  111.7600     0.4517
   17.250     0.000   1.362868   0.108384   0.013929   0.122313   0.000000  -0.000000   0.184601  -0.000000  -0.000000  111.7600     0.4512
   17.500     0.000   1.379825   0.111113   0.014232   0.125345   0.000000  -0.000000   0.187365  -0.000000  -0.000000  111.7600     0.4506
   17.750     0.000   1.396390   0.113818   0.014558   0.128377   0.000000  -0.000000   0.190152  -0.000000  -0.000000  111.7600     0.4501
   18.000     0.000   1.412843   0.116540   0.014889   0.131429   0.000000  -0.000000   0.192940  -0.000000  -0.000000  111.7600     0.4495
   18.250     0.000   1.429022   0.119254   0.015232   0.134487   0.000000  -0.000000   0.195729  -0.000000  -0.000000  111.7600     0.4489
   18.500     0.000   1.445022   0.121973   0.015582   0.137555   0.000000  -0.000000   0.198520  -0.000000  -0.000000  111.7600     0.4483
   18.750     0.000   1.460759   0.124681   0.015945   0.140627   0.000000  -0.000000   0.201308  -0.000000  -0.000000  111.7600     0.4477
   19.000     0.000   1.476165   0.127365   0.016325   0.143690   0.000000  -0.000000   0.204099  -0.000000  -0.000000  111.7600     0.4470
   19.250     0.000   1.491196   0.130021   0.016728   0.146749   0.000000   0.000000   0.206915  -0.000000  -0.000000  111.7600     0.4463
   19.500     0.000   1.505691   0.132621   0.017142   0.149763   0.000000   0.000000   0.209752  -0.000000  -0.000000  111.7600     0.4456
   19.750     0.000   1.519744   0.135176   0.017592   0.152768   0.000000   0.000000   0.212592  -0.000000  -0.000000  111.7600     0.4448
   20.000     0.000   1.533363   0.137688   0.018074   0.155762   0.000000   0.000000   0.215416  -0.000000  -0.000000  111.7600     0.4441
   20.250     0.000   1.546333   0.140117   0.018610   0.158727   0.000000  -0.000000   0.218226  -0.000000  -0.000000  111.7600     0.4432
   20.500     0.000   1.558770   0.142483   0.019207   0.161690   0.000000  -0.000000   0.220995  -0.000000  -0.000000  111.7600     0.4424
   20.750     0.000   1.570647   0.144782   0.019883   0.164665   0.000000  -0.000000   0.223718  -0.000000  -0.000000  111.7600     0.4416
   21.000     0.000   1.581193   0.146889   0.020727   0.167616   0.000000  -0.000000   0.226350  -0.000000  -0.000000  111.7600     0.4407
   21.250     0.000   1.589664   0.148728   0.021928   0.170656   0.000000  -0.000000   0.228804  -0.000000  -0.000000  111.7600     0.4397


