xflr5 v6.12

Wing name :        Q1noflaps
Wing polar name :  T1-253.0 mph-LLT
Freestream speed : 253.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -7.000     0.000  -0.343750   0.002579   0.007527   0.010107   0.000000   0.000000  -0.118057   0.000000  -0.000000  113.1011     0.5530
   -6.750     0.000  -0.320416   0.002241   0.007431   0.009671   0.000000  -0.000000  -0.114504  -0.000000  -0.000000  113.1011     0.5339
   -6.500     0.000  -0.296952   0.001924   0.007335   0.009260   0.000000   0.000000  -0.110960  -0.000000  -0.000000  113.1011     0.5109
   -6.250     0.000  -0.273420   0.001631   0.007242   0.008873   0.000000  -0.000000  -0.107416  -0.000000  -0.000000  113.1011     0.4844
   -6.000     0.000  -0.249775   0.001361   0.007149   0.008510   0.000000   0.000000  -0.103877   0.000000  -0.000000  113.1011     0.4520
   -5.750     0.000  -0.226082   0.001115   0.007057   0.008171   0.000000  -0.000000  -0.100336   0.000000  -0.000000  113.1011     0.4072
   -5.500     0.000  -0.202239   0.000892   0.006967   0.007859   0.000000   0.000000  -0.096806   0.000000  -0.000000  113.1011     0.3478
   -5.250     0.000  -0.178369   0.000693   0.006878   0.007571   0.000000   0.000000  -0.093277   0.000000  -0.000000  113.1011     0.2812
   -5.000     0.000  -0.154413   0.000520   0.006787   0.007306   0.000000   0.000000  -0.089749   0.000000  -0.000000  113.1011     0.1515
   -4.750     0.000  -0.130437   0.000371   0.006694   0.007064   0.000000   0.000000  -0.086220   0.000000  -0.000000  113.1011     0.0090
   -4.500     0.000  -0.106494   0.000247   0.006596   0.006844   0.000000   0.000000  -0.082685   0.000000  -0.000000  113.1011    -0.1738
   -4.250     0.000  -0.082567   0.000148   0.006496   0.006644   0.000000  -0.000000  -0.079147   0.000000  -0.000000  113.1011    -0.3993
   -4.000     0.000  -0.058680   0.000075   0.006390   0.006465   0.000000  -0.000000  -0.075612   0.000000  -0.000000  113.1011    -1.4735
   -3.750     0.000  -0.034898   0.000026   0.006271   0.006297   0.000000  -0.000000  -0.072079   0.000000  -0.000000  113.1011    -4.1391
   -3.500     0.000  -0.011106   0.000003   0.006152   0.006155   0.000000   0.000000  -0.068546   0.000000  -0.000000  113.1011    -6.1987
   -3.250     0.000   0.012830   0.000004   0.006035   0.006039   0.000000  -0.000000  -0.065041   0.000000  -0.000000  113.1011    -2.3862
   -3.000     0.000   0.036766   0.000030   0.005918   0.005948   0.000000  -0.000000  -0.061534   0.000000  -0.000000  113.1011     2.0134
   -2.750     0.000   0.060775   0.000081   0.005801   0.005882   0.000000  -0.000000  -0.058035   0.000000  -0.000000  113.1011     2.5723
   -2.500     0.000   0.084803   0.000157   0.005684   0.005841   0.000000   0.000000  -0.054536   0.000000  -0.000000  113.1011     2.0372
   -2.250     0.000   0.108823   0.000259   0.005564   0.005823   0.000000   0.000000  -0.051046  -0.000000  -0.000000  113.1011     1.6970
   -2.000     0.000   0.132804   0.000385   0.005442   0.005827   0.000000   0.000000  -0.047561   0.000000  -0.000000  113.1011     1.5507
   -1.750     0.000   0.156684   0.000536   0.005310   0.005846   0.000000  -0.000000  -0.044070   0.000000  -0.000000  113.1011     1.4265
   -1.500     0.000   0.180385   0.000710   0.005166   0.005876   0.000000  -0.000000  -0.040579  -0.000000  -0.000000  113.1011     1.3519
   -1.250     0.000   0.204006   0.000908   0.005014   0.005922   0.000000   0.000000  -0.037083  -0.000000  -0.000000  113.1011     1.2824
   -1.000     0.000   0.227294   0.001128   0.004831   0.005958   0.000000   0.000000  -0.033585  -0.000000  -0.000000  113.1011     1.2334
   -0.750     0.000   0.250611   0.001371   0.004645   0.006016   0.000000  -0.000000  -0.030100  -0.000000  -0.000000  113.1011     1.1927
   -0.500     0.000   0.274573   0.001645   0.004499   0.006144   0.000000   0.000000  -0.026665  -0.000000  -0.000000  113.1011     1.1620
   -0.250     0.000   0.298760   0.001947   0.004363   0.006310   0.000000  -0.000000  -0.023234   0.000000  -0.000000  113.1011     1.1359
    0.000     0.000   0.323046   0.002276   0.004230   0.006506   0.000000  -0.000000  -0.019821   0.000000  -0.000000  113.1011     1.1138
    0.250     0.000   0.347392   0.002631   0.004099   0.006730   0.000000  -0.000000  -0.016420   0.000000  -0.000000  113.1011     1.0932
    0.500     0.000   0.371952   0.003016   0.003985   0.007001   0.000000  -0.000000  -0.013055  -0.000000  -0.000000  113.1011     1.0753
    0.750     0.000   0.396643   0.003430   0.003874   0.007303   0.000000  -0.000000  -0.009711  -0.000000  -0.000000  113.1011     1.0604
    1.000     0.000   0.421577   0.003873   0.003783   0.007656   0.000000  -0.000000  -0.006390  -0.000000  -0.000000  113.1011     1.0473
    1.250     0.000   0.446722   0.004348   0.003712   0.008060   0.000000   0.000000  -0.003084  -0.000000  -0.000000  113.1011     1.0359
    1.500     0.000   0.471911   0.004850   0.003645   0.008495   0.000000  -0.000000   0.000212   0.000000  -0.000000  113.1011     1.0254
    1.750     0.000   0.497255   0.005383   0.003603   0.008985   0.000000  -0.000000   0.003507   0.000000  -0.000000  113.1011     1.0162
    2.000     0.000   0.522614   0.005944   0.003576   0.009519   0.000000  -0.000000   0.006808  -0.000000  -0.000000  113.1011     1.0076
    2.250     0.000   0.547916   0.006531   0.003564   0.010095   0.000000  -0.000000   0.010101  -0.000000  -0.000000  113.1011     1.0000
    2.500     0.000   0.573269   0.007147   0.003571   0.010718   0.000000  -0.000000   0.013398  -0.000000  -0.000000  113.1011     0.9930
    2.750     0.000   0.598590   0.007792   0.003588   0.011380   0.000000  -0.000000   0.016706  -0.000000  -0.000000  113.1011     0.9866
    3.000     0.000   0.624041   0.008469   0.003607   0.012076   0.000000  -0.000000   0.020008  -0.000000  -0.000000  113.1011     0.9807
    3.250     0.000   0.649464   0.009174   0.003635   0.012809   0.000000   0.000000   0.023319  -0.000000  -0.000000  113.1011     0.9752
    3.500     0.000   0.674486   0.009894   0.003685   0.013579   0.000000  -0.000000   0.026628  -0.000000  -0.000000  113.1011     0.9701
    3.750     0.000   0.698939   0.010623   0.003762   0.014384   0.000000  -0.000000   0.029939  -0.000000  -0.000000  113.1011     0.9653
    4.000     0.000   0.722645   0.011355   0.003876   0.015231   0.000000  -0.000000   0.033278  -0.000000  -0.000000  113.1011     0.9606
    4.250     0.000   0.745554   0.012086   0.004026   0.016112   0.000000  -0.000000   0.036648  -0.000000  -0.000000  113.1011     0.9562
    4.500     0.000   0.767869   0.012823   0.004202   0.017025   0.000000  -0.000000   0.040062  -0.000000  -0.000000  113.1011     0.9518
    4.750     0.000   0.790064   0.013580   0.004379   0.017959   0.000000  -0.000000   0.043499  -0.000000  -0.000000  113.1011     0.9476
    5.000     0.000   0.811692   0.014342   0.004575   0.018918   0.000000  -0.000000   0.047020  -0.000000  -0.000000  113.1011     0.9434
    5.250     0.000   0.832963   0.015113   0.004783   0.019897   0.000000   0.000000   0.050553  -0.000000  -0.000000  113.1011     0.9393
    5.500     0.000   0.853461   0.015879   0.005015   0.020894   0.000000   0.000000   0.054162  -0.000000  -0.000000  113.1011     0.9353
    5.750     0.000   0.873799   0.016657   0.005250   0.021907   0.000000  -0.000000   0.057785  -0.000000  -0.000000  113.1011     0.9313
    6.000     0.000   0.893855   0.017440   0.005482   0.022923   0.000000   0.000000   0.061439  -0.000000  -0.000000  113.1011     0.9274
    6.250     0.000   0.913743   0.018235   0.005712   0.023947   0.000000  -0.000000   0.065098  -0.000000  -0.000000  113.1011     0.9237
    6.500     0.000   0.933255   0.019037   0.005937   0.024974   0.000000  -0.000000   0.068813  -0.000000  -0.000000  113.1011     0.9200
    6.750     0.000   0.952596   0.019850   0.006159   0.026009   0.000000  -0.000000   0.072540  -0.000000  -0.000000  113.1011     0.9163
    7.000     0.000   0.971345   0.020655   0.006384   0.027039   0.000000  -0.000000   0.076299  -0.000000  -0.000000  113.1011     0.9127
    7.250     0.000   0.989519   0.021450   0.006614   0.028065   0.000000   0.000000   0.080074  -0.000000  -0.000000  113.1011     0.9091
    7.500     0.000   1.007414   0.022249   0.006836   0.029085   0.000000  -0.000000   0.083906  -0.000000  -0.000000  113.1011     0.9055
    7.750     0.000   1.025057   0.023054   0.007042   0.030096   0.000000  -0.000000   0.087782  -0.000000  -0.000000  113.1011     0.9019
    8.000     0.000   1.040664   0.023804   0.007254   0.031058   0.000000   0.000000   0.091943  -0.000000  -0.000000  113.1011     0.8979
    8.250     0.000   1.053982   0.024470   0.007474   0.031944   0.000000  -0.000000   0.096322  -0.000000  -0.000000  113.1011     0.8933
    8.500     0.000   1.066894   0.025121   0.007692   0.032813   0.000000  -0.000000   0.100625  -0.000000  -0.000000  113.1011     0.8890
    8.750     0.000   1.079348   0.025749   0.007908   0.033657   0.000000   0.000000   0.104938  -0.000000  -0.000000  113.1011     0.8846
    9.000     0.000   1.091022   0.026347   0.008144   0.034491   0.000000  -0.000000   0.109252  -0.000000  -0.000000  113.1011     0.8802
    9.250     0.000   1.101932   0.026921   0.008410   0.035332   0.000000  -0.000000   0.113564  -0.000000  -0.000000  113.1011     0.8758
    9.500     0.000   1.111487   0.027453   0.008727   0.036179   0.000000  -0.000000   0.117954  -0.000000  -0.000000  113.1011     0.8712
    9.750     0.000   1.119675   0.027914   0.009074   0.036987   0.000000  -0.000000   0.122328  -0.000000  -0.000000  113.1011     0.8665
   10.000     0.000   1.127908   0.028365   0.009447   0.037812   0.000000  -0.000000   0.126514  -0.000000  -0.000000  113.1011     0.8620
   10.250     0.000   1.135844   0.028806   0.009851   0.038657   0.000000  -0.000000   0.130661  -0.000000  -0.000000  113.1011     0.8576
   10.500     0.000   1.144303   0.029274   0.010280   0.039554   0.000000  -0.000000   0.134679  -0.000000  -0.000000  113.1011     0.8535
   10.750     0.000   1.153293   0.029760   0.010722   0.040482   0.000000  -0.000000   0.138624  -0.000000  -0.000000  113.1011     0.8496
   11.000     0.000   1.161462   0.030200   0.011227   0.041427   0.000000  -0.000000   0.142438  -0.000000  -0.000000  113.1011     0.8457
   11.250     0.000   1.169048   0.030625   0.011783   0.042409   0.000000  -0.000000   0.146189  -0.000000  -0.000000  113.1011     0.8418
   11.500     0.000   1.177309   0.031092   0.012372   0.043464   0.000000  -0.000000   0.149809  -0.000000  -0.000000  113.1011     0.8383
