xflr5 v6.12

Wing name :        Q1flaps20
Wing polar name :  T1-210.0 mph-LLT
Freestream speed : 210.000 mph


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -16.500     0.000  -0.579509   0.021846   0.018104   0.039950   0.000000  -0.000000   0.220705   0.000000   0.000000   93.8784     0.4537
  -16.250     0.000  -0.575920   0.021180   0.017298   0.038478   0.000000  -0.000000   0.220236   0.000000   0.000000   93.8784     0.4633
  -16.000     0.000  -0.570284   0.020571   0.016493   0.037064   0.000000  -0.000000   0.218468   0.000000   0.000000   93.8784     0.4697
  -15.750     0.000  -0.567307   0.019739   0.015759   0.035498   0.000000  -0.000000   0.218678  -0.000000   0.000000   93.8784     0.4775
  -15.500     0.000  -0.555486   0.019395   0.015128   0.034524   0.000000  -0.000000   0.212884  -0.000000   0.000000   93.8784     0.4750
  -15.250     0.000  -0.544027   0.019029   0.014525   0.033554   0.000000  -0.000000   0.207213  -0.000000   0.000000   93.8784     0.4738
  -15.000     0.000  -0.529290   0.018792   0.014008   0.032800   0.000000  -0.000000   0.199720  -0.000000  -0.000000   93.8784     0.4631
  -14.750     0.000  -0.514097   0.018578   0.013502   0.032080   0.000000  -0.000000   0.191912  -0.000000  -0.000000   93.8784     0.4606
  -14.500     0.000  -0.498019   0.018404   0.013038   0.031442   0.000000  -0.000000   0.183590  -0.000000  -0.000000   93.8784     0.4386
  -14.250     0.000  -0.481600   0.018257   0.012600   0.030857   0.000000  -0.000000   0.175083  -0.000000  -0.000000   93.8784     0.4279
  -14.000     0.000  -0.465001   0.018128   0.012075   0.030203   0.000000  -0.000000   0.166296  -0.000000  -0.000000   93.8784     0.4484
  -13.750     0.000  -0.447468   0.018054   0.011639   0.029693   0.000000  -0.000000   0.157012  -0.000000  -0.000000   93.8784     0.3934
  -13.500     0.000  -0.429678   0.017986   0.011214   0.029200   0.000000  -0.000000   0.147503  -0.000000  -0.000000   93.8784     0.4751
